age,asvab2,asvab3,asvab4,asvab5,asvab6,asvabc,catgov,catpri,catse,collbarg,earn,earnf,educaa,educba,educdo,educged,educhsd,educmast,educphd,educprof,ethblack,ethhisp,ethwhite,faithc,faithj,faithn,faitho,faithp,height,hgc,hgcf,hgcm,hours,id,l14coun,l14farm,l14town,lgearn,library,male,pov78,regnc,regne,regs,regw,res14no,res14oc,res14so,siblings,tenure,urban,weight85,weight94
35,65,59,59,55,47,62,0,1,0,0,12.8199982775837,14.7048158466407,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,73,15,12,12,45,3901,0,0,1,2.55100631713867,1,1,1,1,0,0,0,1,0,0,1,0.119999997317791,1,178,200
32,45,43,41,44,37,42,1,0,0,1,14.3700010704354,11.4856520673156,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,69,12,8,5,40,3265,0,0,1,2.66514277458191,0,1,0,0,1,0,0,1,0,0,3,2.28999996185303,1,162,190
36,55,54,50,58,57,53,0,1,0,0,16.5000013411561,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,71,12,17,12,50,1961,0,0,1,2.80336046218872,0,1,0,0,1,0,0,1,0,0,5,0.479999989271164,1,175,170
32,43,57,56,42,42,52,0,1,0,0,11.9600013290811,13.6317612535323,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,74,14,12,12,40,3239,1,0,0,2.48156785964966,1,1,0,0,1,0,0,1,0,0,2,7.01999998092651,1,155,220
30,57,54,56,48,44,57,1,0,0,0,23.070000996654,16.8509250328574,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,67,17,12,12,40,2630,0,0,1,3.13853311538696,0,1,0,0,0,1,0,0,0,1,2,8.14999961853027,1,135,155
36,47,52,59,53,61,53,0,1,0,1,25.999997881162,11.4856520673156,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,75,12,6,14,48,5147,0,0,1,3.25809645652771,1,1,0,0,0,0,1,1,0,0,3,16.75,1,205,215
36,51,59,53,55,31,54,0,1,0,0,6.44999961713832,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,68,12,12,9,40,1996,0,0,1,1.86408007144928,1,1,0,1,0,0,0,0,0,1,2,5.09999990463257,1,165,168
34,64,57,56,62,63,60,1,0,0,1,21.6299987565971,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,68,12,12,12,40,3708,0,0,1,3.07408118247986,1,1,0,1,0,0,0,1,0,0,7,8.27000045776367,1,160,180
35,45,51,44,53,51,47,1,0,0,0,6.96999999381169,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,69,12,0,12,40,1301,1,0,0,1.94161522388458,0,1,0,0,0,0,1,0,0,1,15,1,1,145,145
35,50,59,59,41,34,57,1,0,0,0,7.69000017969387,14.7048158466407,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,74,15,12,15,40,4311,0,0,1,2.03992080688477,1,1,0,0,0,1,0,0,0,1,1,0.379999995231628,1,217,230
32,47,51,35,43,29,43,0,0,1,0,7.50000036000163,8.26648828799056,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,67,9,7,9,40,1316,1,0,0,2.01490306854248,0,1,0,0,0,1,0,0,0,1,3,13,0,200,220
31,39,34,38,37,38,35,0,0,1,0,22.2199976754429,7.1934336948822,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,71,8,8,8,45,1317,1,0,0,3.10099267959595,0,1,0,0,0,1,0,0,0,1,3,7.98000001907349,0,160,178
33,66,60,59,46,50,63,0,1,0,0,8.40000048711983,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,72,16,16,12,55,1368,0,0,1,2.12823176383972,1,1,0,0,0,1,0,0,0,1,7,1.69000005722046,1,216,220
35,61,59,56,52,54,60,0,1,0,1,15.0299999238741,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,72,12,16,12,55,47,0,0,1,2.71004819869995,1,1,0,0,1,0,0,1,0,0,1,10.6199998855591,0,198,210
34,43,29,38,41,35,35,0,1,0,0,24.0000006131532,11.4856520673156,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,65,12,4,4,40,375,0,0,1,3.178053855896,1,1,0,0,1,0,0,1,0,0,2,0.0399999991059303,1,140,163
35,49,54,56,51,50,53,0,1,0,0,6.57000031689184,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,67,12,14,12,38,5337,0,0,1,1.88251388072968,1,1,0,1,0,0,0,1,0,0,3,0.379999995231628,1,130,145
37,58,48,50,62,63,52,0,1,0,0,25.7600006759121,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,76,16,17,16,50,3414,0,0,1,3.24882292747498,1,1,0,0,0,1,0,1,0,0,4,4.82999992370606,0,190,200
32,65,61,56,62,71,62,0,1,0,0,21.6299987565971,17.9239796259658,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,72,18,16,11,50,5036,0,0,1,3.07408118247986,1,1,#N/A,0,0,1,0,0,0,1,1,2.5,1,155,165
34,58,60,56,62,72,59,0,1,0,0,23.270001925107,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,73,16,12,12,55,2988,0,0,1,3.14716506004333,1,1,0,0,1,0,0,1,0,0,1,8.6899995803833,1,165,170
37,62,60,59,54,50,61,0,1,0,0,15.3800003886813,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,69,12,12,12,50,3399,1,0,0,2.73306798934937,1,1,0,1,0,0,0,1,0,0,4,11.6199998855591,1,150,165
30,47,42,38,35,38,41,0,1,0,0,6.00000013043245,11.4856520673156,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,77,12,12,12,39,1257,0,0,1,1.7917594909668,1,1,0,0,0,1,0,0,0,1,1,0.519999980926514,1,164,190
35,45,48,38,60,54,43,0,1,0,0,10.0000003197544,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,71,12,12,12,50,505,0,0,1,2.30258512496948,0,1,0,1,0,0,0,1,0,0,3,0.769999980926514,1,195,200
31,50,48,53,46,49,50,0,1,0,0,27.5000025167693,13.6317612535323,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,70,14,16,12,40,1408,0,0,1,3.31418609619141,1,1,#N/A,0,0,1,0,0,0,1,3,4.19000005722046,1,140,150
31,39,38,53,52,45,42,0,1,0,0,11.0000006968803,12.558706660424,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,69,13,11,10,40,5501,1,0,0,2.39789533615112,0,1,0,0,0,1,0,0,0,1,0,2.21000003814697,0,140,150
29,46,50,41,40,38,46,0,1,0,1,21.0699979809131,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,#N/A,12,14,12,38,2921,0,0,1,3.04785013198853,1,1,0,0,1,0,0,1,0,0,6,10.460000038147,1,#N/A,210
34,55,56,59,46,43,58,0,1,0,0,6.61999988863577,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,71,12,12,12,40,4166,0,0,1,1.89009535312653,0,1,#N/A,0,0,1,0,0,0,1,1,0.560000002384186,1,180,195
33,53,56,53,59,51,54,0,1,0,0,10.0000003197544,13.6317612535323,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,73,14,14,12,40,1555,0,0,1,2.30258512496948,1,1,0,1,0,0,0,1,0,0,4,3.80999994277954,1,165,186
30,34,38,20,37,48,29,0,1,0,0,8.65000063917134,10.4125974742073,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,65,11,12,5,40,3484,0,0,1,2.15755939483643,0,1,0,1,0,0,0,1,0,0,3,9.88000011444092,1,140,135
35,45,56,53,46,46,51,0,1,0,0,6.99999962979244,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72,12,9,12,48,2423,0,1,0,1.94591009616852,1,1,0,1,0,0,0,1,0,0,5,2.09999990463257,0,240,267
30,58,60,62,55,43,61,0,1,0,1,15.0000007485731,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,70,16,12,16,35,2372,1,0,0,2.70805025100708,1,1,1,0,0,0,1,1,0,0,6,0.850000023841858,1,155,180
34,66,57,53,62,65,60,0,1,0,0,14.1899979383958,17.9239796259658,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,69,18,17,17,42,3390,0,0,1,2.65253734588623,1,1,0,1,0,0,0,1,0,0,2,0.670000016689301,1,185,200
37,55,60,59,60,59,59,1,0,0,0,14.9199989183331,13.6317612535323,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,74,14,16,12,40,3587,0,0,1,2.70270252227783,1,1,0,1,0,0,0,1,0,0,2,9.71000003814697,1,170,175
33,61,54,53,62,62,57,0,1,0,0,13.3299992817315,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,69,16,14,12,30,4056,1,0,0,2.59001708030701,1,1,0,0,0,1,0,0,0,1,1,1.89999997615814,1,175,183
35,46,48,50,56,60,48,0,1,0,0,11.5000001649552,11.4856520673156,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,71,12,16,11,40,1750,0,0,1,2.44234704971313,1,1,1,0,0,0,1,1,0,0,3,0.46000000834465,1,175,197
32,53,55,59,52,50,57,0,1,0,0,19.8799988953076,12.558706660424,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,#N/A,13,12,13,39,5174,1,0,0,2.9897141456604,1,1,0,0,0,0,1,1,0,0,3,1.16999995708466,1,#N/A,185
35,58,54,50,62,67,54,0,1,0,1,19.2299977611586,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72,12,10,12,40,3847,0,0,1,2.95647144317627,1,1,0,1,0,0,0,1,0,0,3,13.7700004577637,1,170,173
33,65,60,50,62,65,59,1,0,0,0,15.760000839706,17.9239796259658,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,70,18,16,16,40,2904,0,0,1,2.75747513771057,1,1,#N/A,0,1,0,0,1,0,0,2,0.870000004768372,1,150,145
35,35,31,26,27,28,29,1,0,0,0,12.5000007279614,11.4856520673156,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,65,12,3,9,40,2797,1,0,0,2.52572870254517,1,1,1,0,0,1,0,0,0,1,15,10.5,1,155,205
36,53,51,50,52,51,51,0,1,0,0,12.6000009565906,10.4125974742073,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,70,11,10,12,45,3694,0,0,1,2.53369688987732,1,1,0,1,0,0,0,1,0,0,4,4.75,1,163,162
33,45,57,44,62,49,49,0,1,0,0,8.93999960810347,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,70,12,8,10,55,5144,0,1,0,2.19053554534912,0,1,0,0,0,0,1,1,0,0,2,2.46000003814697,1,180,190
29,47,48,62,61,54,52,0,1,0,0,11.1499991178856,17.9239796259658,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,71,18,14,13,50,12089,0,0,1,2.41143941879272,1,1,0,1,0,0,0,1,0,0,3,1.03999996185303,1,165,200
33,65,61,59,62,56,63,0,1,0,0,19.2299977611586,20.0700888121825,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,70,20,20,16,40,3173,0,0,1,2.95647144317627,1,1,0,0,1,0,0,1,0,0,2,4.13000011444092,1,130,130
29,34,35,26,32,40,30,0,1,0,0,9.6100004498292,10.4125974742073,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,72,11,13,12,50,4155,0,0,1,2.26280426979065,0,1,0,0,0,1,0,0,0,1,1,8.1899995803833,1,218,250
34,59,61,53,40,41,59,0,1,0,0,7.74999947579825,14.7048158466407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,72,15,13,16,40,2332,0,0,1,2.04769277572632,1,1,0,0,0,1,0,1,0,0,3,5.46000003814697,1,190,225
34,54,56,53,54,51,54,0,1,0,1,13.599999442366,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,67,12,12,11,60,3777,1,0,0,2.6100697517395,0,1,0,1,0,0,0,1,0,0,3,16.25,1,170,175
35,51,47,53,52,49,50,0,1,0,0,10.6800008933099,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,74,12,8,10,36,980,0,0,1,2.36837291717529,1,1,0,1,0,0,0,1,0,0,5,2.46000003814697,1,225,230
35,42,47,47,52,59,44,0,1,0,0,8.82999938859022,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,70,12,13,16,37,277,0,0,1,2.17815494537354,1,1,#N/A,0,1,0,0,1,0,0,2,6.61999988555908,1,135,168
30,39,35,32,38,30,33,0,0,1,0,5.32999962932385,9.33954288109891,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,10,9,10,45,1330,1,0,0,1.67335116863251,0,1,#N/A,0,0,1,0,0,0,1,8,1.96000003814697,1,210,205
31,51,44,56,39,44,50,0,1,0,0,9.00000035701358,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,73,12,5,5,40,2732,1,0,0,2.19722461700439,0,1,0,0,0,1,0,0,0,1,2,2.51999998092651,0,190,200
30,38,41,23,33,37,32,0,1,0,0,6.50000022039036,11.4856520673156,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,71,12,9,6,40,1150,0,0,1,1.8718022108078,0,1,1,0,0,1,0,0,0,1,9,1.37000000476837,0,152,190
34,62,61,62,61,54,63,0,1,0,0,5.49999968231346,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,71,16,14,14,40,2144,0,0,1,1.70474803447723,1,1,0,0,0,1,0,0,0,1,0,3.05999994277954,0,165,185
33,51,57,56,62,34,56,0,1,0,1,17.9500009867533,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,73,12,12,11,40,797,1,0,0,2.88759016990662,1,1,0,1,0,0,0,1,0,0,2,3.25,1,240,270
30,61,56,50,55,52,57,0,1,0,1,24.0000006131532,12.558706660424,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,70,13,12,13,40,3425,0,0,1,3.178053855896,1,1,1,1,0,0,0,1,0,0,4,0.649999976158142,1,185,182
37,53,56,50,50,40,53,0,1,0,0,17.299997186652,12.558706660424,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72,13,12,12,40,3706,0,0,1,2.85070633888245,1,1,0,0,0,1,0,1,0,0,4,9.5,0,170,200
34,45,41,44,37,39,42,1,0,0,0,16.8200000078926,17.9239796259658,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,71,18,18,16,40,1072,1,0,0,2.82256865501404,0,1,0,0,0,1,0,0,1,0,3,4.48000001907349,1,142,180
34,31,41,32,27,29,33,0,1,0,0,7.25000019900104,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,70,12,9,11,42,5375,0,0,1,1.981001496315,0,1,1,1,0,0,0,1,0,0,4,0.519999980926514,0,169,180
34,50,51,50,55,49,50,0,1,0,0,24.0300028716359,15.777870439749,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,67,16,6,5,40,2703,1,0,0,3.17930316925049,1,1,1,0,0,1,0,0,0,1,8,1.80999994277954,1,155,170
33,65,54,44,55,57,54,0,1,0,0,17.8799992502622,13.6317612535323,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,73,14,18,12,43,489,0,0,1,2.88368272781372,0,1,0,1,0,0,0,1,0,0,3,4.46000003814697,1,175,191
30,46,46,26,35,41,38,0,1,0,0,5.00000015035391,10.4125974742073,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,66,11,12,8,30,253,0,0,1,1.60943794250488,1,1,0,0,1,0,0,1,0,0,2,0.870000004768372,1,175,180
36,45,50,53,49,48,49,0,1,0,0,8.43999953934865,11.4856520673156,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,72,12,12,8,48,4902,0,0,1,2.13298225402832,0,1,0,0,0,1,0,0,0,1,1,2.96000003814697,0,205,205
31,45,43,47,44,35,44,0,1,0,0,8.75000081010976,8.26648828799056,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,71,9,4,11,40,4025,0,0,1,2.16905379295349,1,1,1,0,0,1,0,0,0,1,4,0.379999995231628,1,160,185
30,55,54,50,59,52,53,0,1,0,0,12.9999989158205,13.6317612535323,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,74,14,12,12,60,1611,0,0,1,2.56494927406311,1,1,0,0,0,1,0,1,0,0,2,0.879999995231628,1,185,200
36,53,54,56,51,44,54,1,0,0,1,13.4600008236162,17.9239796259658,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,70,18,12,12,40,480,0,0,1,2.59972238540649,1,1,0,1,0,0,0,1,0,0,2,18.2900009155273,1,205,200
32,59,55,44,59,41,53,0,1,0,0,12.609999476851,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,71,12,8,12,70,4823,0,0,1,2.53449010848999,1,1,0,0,0,1,0,1,0,0,3,0.980000019073486,1,180,200
34,32,41,32,33,25,33,0,0,1,0,23.6600017957468,7.1934336948822,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,66,8,8,11,60,3050,0,0,1,3.16378593444824,1,1,0,0,0,1,0,1,0,0,5,3.07999992370605,0,145,180
33,53,54,47,49,42,51,1,0,0,0,14.240000962887,11.4856520673156,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,70,12,12,12,40,2087,0,0,1,2.65605497360229,1,1,0,1,0,0,0,1,0,0,6,15.289999961853,0,145,138
35,49,52,59,47,50,53,0,1,0,0,10.8300011330483,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,70,16,12,12,50,945,0,0,1,2.38232016563416,1,1,0,1,0,0,0,1,0,0,1,10,1,170,225
31,53,48,50,41,47,50,0,1,0,0,6.00000013043245,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,68,12,12,12,40,11994,0,0,1,1.7917594909668,0,1,0,0,1,0,0,1,0,0,3,1.35000002384186,1,160,177
33,42,29,38,25,32,34,0,1,0,0,5.00000015035391,11.4856520673156,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,73,12,9,12,30,2226,0,0,1,1.60943794250488,0,1,0,0,0,1,0,0,0,1,2,0.0799999982118607,0,156,165
30,58,52,56,49,49,56,0,1,0,0,12.0000002837208,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,70,12,12,12,40,5194,1,0,0,2.4849066734314,0,1,0,0,0,0,1,1,0,0,4,6.67000007629395,1,145,190
30,64,60,56,53,49,61,0,1,0,0,7.25000019900104,16.8509250328574,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,73,17,15,14,57,4760,0,0,1,1.981001496315,1,1,0,1,0,0,0,1,0,0,1,1.08000004291534,1,178,210
30,53,55,59,58,56,57,0,1,0,0,14.4199989125223,11.4856520673156,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,68,12,12,12,46,2497,0,1,0,2.66861605644226,0,1,0,1,0,0,0,1,0,0,3,6.53999996185303,0,155,147
29,64,61,56,42,45,61,0,1,0,0,13.4300002066815,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,73,12,12,12,40,4064,0,0,1,2.59749102592468,1,1,0,0,0,1,0,0,0,1,1,7.03999996185303,1,200,205
32,53,46,50,53,50,50,0,1,0,0,8.49999985851168,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72,12,12,10,40,4067,0,0,1,2.14006614685059,0,1,1,0,1,0,0,0,0,1,7,7.13000011444092,0,165,170
31,51,55,62,50,49,57,0,1,0,0,13.780000446098,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,73,12,12,12,60,479,0,0,1,2.62321829795837,1,1,0,1,0,0,0,1,0,0,1,5.11999988555908,1,145,178
33,40,38,26,46,42,33,0,1,0,0,12.0000002837208,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,68,12,12,12,45,308,1,0,0,2.4849066734314,1,1,0,0,0,1,0,1,0,0,1,0.439999997615814,1,140,162
35,57,57,50,41,45,56,0,0,1,0,4.97999998374052,11.4856520673156,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,71,12,14,12,70,1169,0,0,1,1.60542988777161,1,1,0,0,0,1,0,0,0,1,3,3.92000007629395,1,155,170
36,55,59,53,51,52,57,0,1,0,1,25.0000015035392,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72,12,16,12,40,4468,0,0,1,3.21887588500977,1,1,0,0,0,0,1,1,0,0,2,1.19000005722046,1,200,230
36,64,61,59,56,58,62,0,1,0,0,31.2500027000951,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,16,12,12,40,3289,0,0,1,3.44201946258545,1,1,0,0,1,0,0,1,0,0,2,0.0199999995529652,0,155,180
32,61,43,53,62,34,52,0,1,0,0,7.09000040808461,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,67,12,16,10,59,4237,0,0,1,1.95868539810181,1,1,0,0,0,1,0,0,0,1,2,0.170000001788139,0,135,155
33,66,61,53,62,60,61,0,1,0,0,20.0000006776018,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,68,16,9,12,50,106,0,0,1,2.99573230743408,1,1,0,0,1,0,0,1,0,0,1,1.66999995708466,1,185,185
32,40,47,47,53,48,44,0,1,0,0,14.3700010704354,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,68,12,12,12,40,450,0,1,0,2.66514277458191,1,1,0,0,1,0,0,1,0,0,4,5.51999998092651,1,140,162
32,54,52,41,61,54,49,0,1,0,0,5.49999968231346,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,72,12,14,12,40,2109,0,0,1,1.70474803447723,1,1,0,1,0,0,0,1,0,0,2,0.790000021457672,1,175,195
33,36,39,35,37,50,35,0,1,0,0,6.80999960519553,13.6317612535323,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,73,14,12,12,40,5350,0,1,0,1.91839206218719,1,1,0,1,0,0,0,1,0,0,3,1.5,1,175,195
35,55,54,50,62,66,53,0,1,0,0,14.0900006774801,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,66,12,12,12,55,3196,0,0,1,2.64546537399292,1,1,0,0,1,0,0,1,0,0,4,9.32999992370606,0,150,160
35,45,43,38,43,39,41,0,1,0,0,8.0000000457117,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,67,12,12,10,60,4914,1,0,0,2.0794415473938,0,1,0,0,0,1,0,0,0,1,2,0.209999993443489,0,160,165
32,64,52,53,62,58,57,1,0,0,0,15.3800003886813,13.6317612535323,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,71,14,12,12,40,2107,0,0,1,2.73306798934937,0,1,0,1,0,0,0,1,0,0,1,10.8699998855591,0,230,220
34,38,28,38,39,42,33,0,1,0,0,5.00000015035391,11.4856520673156,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,71,12,12,12,40,11840,0,0,1,1.60943794250488,0,1,1,0,0,1,0,0,0,1,2,0.230000004172325,1,147,158
30,49,47,50,40,44,49,0,1,0,0,7.94999940655577,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,71,12,12,12,44,2760,1,0,0,2.07317185401916,0,1,1,0,0,1,0,0,0,1,5,1.30999994277954,0,185,208
32,61,55,59,51,47,59,0,1,0,0,17.500001653551,12.558706660424,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,74,13,15,15,40,4248,0,0,1,2.86220097541809,1,1,0,1,0,0,0,0,0,1,2,7.13000011444092,1,275,245
30,47,47,53,62,50,49,0,1,0,0,8.75000081010976,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,#N/A,12,9,11,40,257,0,0,1,2.16905379295349,1,1,0,0,0,1,0,1,0,0,2,1.71000003814697,1,#N/A,165
29,65,57,59,52,49,61,0,1,0,0,38.4599955955701,17.9239796259658,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,64,18,17,13,50,4055,0,0,1,3.64961862564087,1,1,0,0,0,1,0,0,0,1,2,4.88000011444092,1,145,170
34,55,54,56,52,48,56,0,0,1,0,4.61000031482632,15.777870439749,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,#N/A,16,11,12,50,1403,0,0,1,1.5282279253006,1,1,#N/A,0,0,1,0,0,0,1,5,3.42000007629395,1,#N/A,192
33,51,46,50,49,48,49,0,1,0,0,10.6200007469825,15.777870439749,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,69,16,12,12,38,5618,0,0,1,2.36273908615112,1,1,0,0,0,1,0,0,0,1,4,1.35000002384186,1,195,235
34,40,46,41,41,44,41,0,1,0,0,6.99999962979244,11.4856520673156,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,76,12,12,12,40,5516,0,0,1,1.94591009616852,1,1,0,0,0,1,0,0,0,1,3,2.36999988555908,1,170,175
37,40,35,53,46,41,42,0,1,0,0,6.00000013043245,11.4856520673156,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,67,12,4,11,44,1340,1,0,0,1.7917594909668,1,1,0,0,0,1,0,0,0,1,2,2.21000003814697,0,212,184
36,55,55,56,53,52,56,0,1,0,0,9.76000016690814,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,73,16,10,12,50,4939,1,0,0,2.27829241752625,0,1,1,0,0,1,0,0,0,1,0,11.75,0,250,275
34,55,55,59,58,36,57,0,1,0,0,5.75999992595651,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,70,16,16,12,60,5030,0,0,1,1.75093746185303,1,1,0,0,0,1,0,0,0,1,1,0.5,1,165,190
30,54,47,44,51,48,48,0,1,0,0,10.6299992764051,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,71,12,11,12,40,12090,0,0,1,2.36368012428284,1,1,1,1,0,0,0,1,0,0,5,9.22999954223633,1,178,195
35,47,60,50,42,37,52,0,1,0,0,11.8700008736912,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,66,12,12,12,40,353,0,0,1,2.47401428222656,1,1,0,0,1,0,0,1,0,0,4,13.0600004196167,1,152,151
37,51,34,20,46,32,33,0,1,0,0,5.82999964320872,11.4856520673156,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,72,12,7,12,60,1096,1,0,0,1.76301693916321,1,1,0,0,0,1,0,0,0,1,1,1.39999997615814,0,230,212
32,58,59,62,52,48,61,0,1,0,0,5.00000015035391,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,70,12,20,20,30,1748,0,0,1,1.60943794250488,1,1,0,0,0,0,1,1,0,0,1,1,1,185,195
33,61,56,56,60,55,59,0,1,0,0,18.2600007350328,16.8509250328574,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,71,17,12,15,40,5655,0,0,1,2.90471291542053,1,1,0,0,0,1,0,0,0,1,4,7.21000003814697,1,175,172
33,43,39,47,37,42,42,1,0,0,0,13.7000006165556,14.7048158466407,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,69,15,3,6,40,1201,1,0,0,2.61739587783813,0,1,#N/A,0,0,1,0,0,0,1,6,9.78999996185303,1,150,168
